ID,Title,Beginning Date,Culture,Country,Medium,Classificatiion
322028,Cuneiform tablet: fragment of a table of reciprocals,-1,,,Clay,Clay-Tablets-Inscribed
322025,Cuneiform tablet: fragment of a table of reciprocals,-1,,,Clay,Clay-Tablets-Inscribed
322026,Cuneiform tablet: fragment of a table of reciprocals,-1,,,Clay,Clay-Tablets-Inscribed
322084,Cuneiform tablet: fragment of Syllabary A,-1,,,Clay,Clay-Tablets-Inscribed
328928,Cuneiform tablet: unidentified fragment,-1,,,Clay,Clay-Tablets-Inscribed
322035,Fragment of a solid clay barrel cylinder inscribed with an unidentified hymn,-1,,,Clay,Clay-Tablets-Inscribed
321856,Fragment of a solid clay barrel cylinder inscribed with an unidentified hymn,-1,,,Clay,Clay-Tablets-Inscribed
241987,Limestone inscribed block,0,Cypriot,,Limestone,Cesnola Inscriptions
324430,Tessera,1,,,Ceramic,Ceramics-Reliefs
241947,Limestone plaque with bilingual inscription,1,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
251473,Marble relief fragment with scenes from the Trojan War,1,Roman,,"Marble, Palombino",Stone Sculpture
38221,Rondel with the Goddess Hariti,1,Pakistan (ancient region of Gandhara),,Silver with gold foil,Metalwork
322404,Incantation bowl with Mandaic inscription,5,Sasanian,,Ceramic,Ceramics-Vessels-Inscribed
325865,Ewer with dancing females within arcades,6,Sasanian,,"Silver, mercury gilding",Metalwork-Vessels-Inscribed
323321,Sealing,7,Sasanian,,Un-baked clay,Clay-Sealings
241950,Fragmentary marble inscription,25,"Roman, Cypriot",,"Marble, blue",Cesnola Inscriptions
321978,Cuneiform tablet: almanac for A.D. 31\/32,31,Parthian,,Clay,Clay-Tablets-Inscribed
547826,Mask of a woman with corkscrew locks and bang,50,,Egypt,"Plaster, paint",
557653,"Religious text of Tanaweruow, daughter of Hartophnakhthes and Tatita",54,,,"Papyrus, ink",
251144,Bronze votive tablet,100,Roman,,Bronze,Bronzes
308539,Stirrup Spout Bottle with Sleeping Warrior,100,Moche,Peru,"Ceramic, slip, pigment",Ceramics-Containers
245183,Glass rectangular bottle,100,Roman,,Glass,Glass
245140,Jasper intaglio: Sol in a quadriga (four-horse chariot),100,Roman,,"Jasper, red and green",Gems
241882,Limestone funerary cippus,100,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
241970,Limestone funerary cippus (tomb marker),100,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
241967,Limestone funerary cippus (tomb marker),100,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
241994,Inscribed limestone base,100,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
241934,Limestone cippus of Demetriane,100,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
241936,Limestone cippus of Philokypros,100,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
241960,Limestone cippus of Ariston,100,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
241959,Limestone cippus of Onesimos,100,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
241940,Limestone cippus of Eupraxia,100,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
241963,Limestone cippus of Marciana,100,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
322375,Funerary relief,100,,,Limestone,Stone-Reliefs-Inscribed
241990,Inscribed marble plaque,100,"Roman, Cypriot",,Marble,Cesnola Inscriptions
241992,Inscribed marble plaque,100,"Roman, Cypriot",,Marble,Cesnola Inscriptions
241944,Marble plaque with epigram of Sopatros,100,"Roman, Cypriot",,Marble,Cesnola Inscriptions
241985,Marble inscribed base,100,"Roman, Cypriot",,"Marble, red",Cesnola Inscriptions
241986,Inscribed marble base,100,"Roman, Cypriot",,"Marble, red and white",Cesnola Inscriptions
75405,Reliquary in the Shape of a Stupa,100,"Sri Lanka, central or western regions",,Rock crystal,Sculpture
75406,Reliquary in the Shape of a Stupa,100,"Sri Lanka, central or western regions",,Rock crystal,Sculpture
75404,Reliquary in the Shape of a Stupa,100,"Sri Lanka, central or western regions",,Rock crystal,Sculpture
328241,Funerary relief,125,,,Limestone,Stone-Sculpture
322377,Funerary relief,148,,,"Limestone, paint",Stone-Sculpture-Inscribed
322371,Funerary relief,150,,,Limestone,Stone-Sculpture-Inscribed
322379,Funerary relief,150,,,Limestone,Stone-Sculpture-Inscribed
322269,Funerary relief,150,,,Limestone,Stone-Sculpture-Inscribed
322368,Funerary relief,150,,,"Limestone, paint",Stone-Sculpture-Inscribed
322266,Funerary relief,150,,,Stone,Stone-Sculpture-Inscribed
322380,Funerary relief,172,,,Limestone,Stone-Sculpture-Inscribed
250096,Three-handled jug with relief medallions,180,Roman,,Terracotta,Vases
322378,Funerary relief,181,,,Limestone,Stone-Sculpture-Inscribed
322773,Earspoon,200,Sasanian,,Bronze,Metalwork-Implements
322714,Amulet case,200,Sasanian,,"Bronze, copper, bitumen",Metalwork-Ornaments
322711,Amulet case,200,Sasanian,,"Bronze, copper, bitumen",Metalwork-Ornaments
322409,Amulet case,200,Sasanian,,"Bronze, copper, bitumen",Metalwork-Ornaments
322408,Amulet case,200,Sasanian,,"Bronze, copper, bitumen",Metalwork-Ornaments
322772,Pin,200,Sasanian,,"Bronze, green patina",Metalwork-Ornaments
322407,Jar,200,Sasanian,,Ceramic,Ceramics-Vessels
328840,Rhyton with female head,200,Parthian or Sasanian,,"Ceramic, glazed",Ceramics-Vessels
322713,Amulet case,200,Sasanian,,"Copper, bitumen, green patina",Metalwork-Ornaments
322712,Amulet case,200,Sasanian,,"Copper, bitumen, green patina",Metalwork-Ornaments
322710,Amulet case,200,Sasanian,,"Copper, bitumen, green patina",Metalwork-Ornaments
322411,Amulet case,200,Sasanian,,"Copper, bitumen, green patina",Metalwork-Ornaments
322412,Amulet case,200,Sasanian,,"Copper, bitumen, green patina",Metalwork-Ornaments
322410,Amulet case,200,Sasanian,,"Copper, bitumen, green patina",Metalwork-Ornaments
313343,Headdress Ornament,200,Moche,Peru,Gold,Metal-Ornaments
317121,Earflare,200,El Salvador; Maya (?),El Salvador,Jade,Stone-Ornaments
317120,Earflare,200,El Salvador; Maya (?),El Salvador,Jade,Stone-Ornaments
317429,Earflare Set,200,Maya,Mexico,Jade,Stone-Ornaments
317430,Earflare Set,200,Maya,Mexico,Jade,Stone-Ornaments
316299,Pair of Earflare Frontals,200,Maya,Guatemala,Jade (jadeite),Stone-Ornaments
241821,Limestone cippus of Olympianos,200,"Roman, Cypriot",,Limestone,Cesnola Inscriptions
322369,Funerary relief,200,,,Limestone,Stone-Sculpture-Inscribed
254590,Marble sarcophagus with the myth of Selene and Endymion,200,Roman,,Marble,Stone Sculpture
241931,Marble inscription fragment,200,"Roman, Cypriot",,"Marble, white",Cesnola Inscriptions
61868,Textile with Deer and a Woven Inscription,200,China,,Warp-faced compound plain-weave silk,Textiles-Woven
322265,Altar,232,,,Limestone,Stone-Architectural-Inscribed
468212,Vase,250,Late Roman,France,"Champlev\u00e9 enamel, copper alloy",Enamels-Champlev\u00e9
468268,Sarcophagus with a Greek Physician,300,Roman,,Marble,Sculpture-Stone
310527,Stela Fragment with Glyphs,300,Maya,Mexico,Stone,Stone-Sculpture
468716,Marble Portrait Bust of a Woman with a Scroll,371,Byzantine,,Pentelic Marble,Sculpture-Stone
465204,Belt Buckle,395,Late Roman,Gaul,"Silver-gilt, niello",Metalwork-Silver
465203,Mount for Spear Shaft,395,Late Roman,Gaul,"Silver-gilt, niello",Metalwork-Silver
465202,Mount for Spear-Shaft,395,Late Roman,North France,"Silver-gilt, niello",Metalwork-Silver
465201,Mount for Spear Shaft,395,Late Roman,,"Silver-gilt, niello",Metalwork-Silver
310542,Double-Chambered Vessel,400,Maya,Guatemala or Mexico,Ceramic,Ceramics-Containers
246824,Gold sheet appliques,400,East Germanic or nomadic (?),,Gold,Gold and Silver
309427,"Ear Ornament, Winged Runner",400,Moche,Peru,"Gold, turquoise, sodalite, shell",Metal-Ornaments
309428,"Ear Ornament, Winged Runner",400,Moche,Peru,"Gold, turquoise, sodalite, shell",Metal-Ornaments
319459,Pair of Ear Ornaments with Winged Runners,400,Moche,Peru,"Gold, turquoise, sodalite, shell",Metal-Ornaments
316645,Deity Head Pendant,400,Maya,Guatemala or Mexico,Jade,Stone-Ornaments
325650,Plate with youths and winged horses,400,Sasanian,,"Silver, mercury gilding",Metalwork-Vessels
443592,Fragmentary Band with Scenes from the Infancy of Christ,400,,Egypt,"Wool, linen, silk; warp-faced compound twill",Textiles-Woven
319633,Cylindrical Vessel,475,Maya,Guatemala or Mexico,Ceramic,Ceramics-Containers
465782,Openwork Belt Fitting with Serpent Design,500,Frankish,Germany,Copper alloy,Metalwork-Copper alloy
324052,Figure of an elephant,500,Sasanian,,Dolomite (Ferroan-Dolomite),Stone-Sculpture
467729,Panel with St. Peter or St. Paul (?),500,Byzantine,Byzantine Egypt,Ivory,Ivories
53939,Head Pendant,500,Maya (Mexico or Guatemala),,Jade (jadeite),Jade
453856,Funerary Stele with Eagle in Architectural Frame,500,,Egypt,Limestone with red paint; carved,Sculpture
469960,Fragment of a Floor Mosaic with a Personification of Ktisis,500,Byzantine,,Marble and glass,Mosaics
473404,Ostrakon from Maria and Susanna Jointly to Panachora,500,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
466130,The Attarouthi Treasure - Chalice,500,Byzantine,Syria,Silver and gilded silver,Metalwork-Silver
468198,Plaque with Two Saints,500,Byzantine,,"Silver, parcel gilt",Metalwork-Silver
466113,Flask with the Adoration of the Magi,500,Byzantine,,"Silver, silver-gilt",Metalwork-Silver
322630,Wall decoration with geometric design,500,Sasanian,,Stucco,Stucco-Reliefs
322631,Roundel with radiating palmettes,500,Sasanian,,Stucco,Stucco-Reliefs
473403,"Ostrakon with an Epistle of Severos, Bishop of Antioch",508,Coptic,Byzantine Egypt,Limestone with ink inscription,Miscellaneous-Stone
42710,"Stele Commissioned by Li Zhewang (\u674e\u771f\u738b), Yao Langzi (\u59da\u90ce\u5b57), and Other Members of a Devotional Society",528,China,,Limestone with traces of pigment,Sculpture
468347,Plaque with Saint Paul,550,Byzantine,,"Silver, originally partially gilt",Metalwork-Silver
473402,Ostrakon with Lines from Homer\u2019s Iliad,580,Coptic,Byzantine Egypt,Limestone with ink incription,Miscellaneous-Stone
474892,Ostrakon with Biblical Text,580,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
474893,Ostrakon with Biblical Text,580,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
473396,Ostrakon with Texts from the Bible,580,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
473401,Ostrakon from the Brethren (?) to John,580,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
473399,Ostrakon with a Letter from Gennadius to Peter,580,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
473400,Ostrakon with a Letter from Pesynthius to Peter,580,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
473397,Ostrakon with a Troparion (Early Hymn),580,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
473398,Ostrakon with a Letter from Joseph to\u2014,580,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
474897,Ostrakon with Biblical Text,580,Coptic,Byzantine Egypt,Pottery fragments with ink inscription,Ceramics
474908,Ostrakon with Text from Song of Songs,580,Coptic,Byzantine Egypt,Wood with ink inscription,Woodwork-Miscellany
474907,Ostrakon with Text from Song of Songs,580,Coptic,Byzantine Egypt,Wood with ink inscription,Woodwork-Miscellany
451752,Bowl with a Majlis Scene by a Pond,582,,Iran,"Stonepaste; glazed in opaque turquoise, polychrome in-glaze- and overglaze- painted",Ceramics
310364,"Vessel, Mythological Scene",600,Maya,Guatemala,Ceramic,Ceramics-Containers
314217,"Vessel, Mythological Scene",600,Maya,Guatemala or Mexico,Ceramic,Ceramics-Containers
761272,Vessel with Water Bird and Hieroglyphic Text,600,Maya,Mexico,Ceramic,Ceramics-Vessels
662967,Codex-Style Vase with Mythological Scene,600,Maya,Mexico or Guatemala,Ceramic,Ceramics-Vessels
314311,Cylindrical Vessel,600,Maya,Guatemala or Mexico,"Ceramic, slip, pigment",Stone-Containers
316711,Vessel with Seated Lord,600,Maya,Mexico,"Ceramic, stucco",Ceramics-Containers
464959,Openwork Belt Fitting,600,Frankish,Northern France,"Copper alloy, ""tinned"" surface",Metalwork-Copper alloy
465214,Openwork Belt Fitting,600,Frankish,Northern France,"Copper alloy, ""tinned"" surface",Metalwork-Copper
474785,Ostrakon Fragments of a Liturgical Text,600,Coptic,Byzantine Egypt,Limestone fragment with ink inscription,Miscellaneous-Stone
474787,Ostrakon with Biblical Text,600,Coptic,Byzantine Egypt,Limestone with ink inscription,Miscellaneous-Stone
474814,Ostrakon with Liturgical Text,600,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
474782,Ostrakon with Biblical Text,600,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
474802,Ostrakon with Biblical Text,600,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
474792,Ostrakon with Biblical Text,600,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
474839,Ostrakon with Liturgical Text,600,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
474795,Ostrakon with a Biblical Text,600,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
474752,Ostrakon with Biblical Text and Liturgical Rubric,600,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
474783,Ostrakon with Text from the Biography of Severus of Antioch,600,Coptic,Byzantine Egypt,Pottery fragment with ink inscription,Ceramics
474818,Ostrakon with Biblical Text,600,Coptic,Byzantine Egypt,Pottery fragments with ink inscription,Ceramics
474822,Ostrakon with Biblical Text Concordance,600,Coptic,Byzantine Egypt,Pottery fragments with ink inscription,Ceramics
313149,Canine Ornament,600,Maya,Guatemala or Mexico,Shell (Spondylus),Shell-Ornaments
318662,"Vessel, Throne Scene",650,Maya,Guatemala,"Ceramic, pigment",Ceramics-Containers
44798,Stele with the Bodhisattvas Avalokiteshvara (Guanyin) and Mahasthamaprapta (Dashizi),650,China (Henan province),,Limestone with traces of pigment,Sculpture
453447,Dinar,673,,Syria,Gold,Coins
444958,Dirham,686,,Iraq,Silver,Coins
316274,Plate with Trumpeter,700,Maya,Guatemala or Mexico,Ceramic,Ceramics-Containers
315883,"Bowl, Mythological Scene",700,Maya,Guatemala or Mexico,Ceramic,Ceramics-Containers
316813,"Jar, Ritual Scenes",700,Maya,Guatemala,"Ceramic, slip, pigment",Ceramics-Containers
61772,"Bodhisattva, probably Manjushri (Wenshu \u6587\u6b8a\u666e\u85a9)",700,China,,Gilt leaded bronze,Sculpture
451853,Slab,700,,Jordan,Ink on limestone,Stone
442937,Papyrus Fragment,700,,Egypt,Ink on papyrus,Codices
442934,Papyrus Fragment,700,,Egypt,Ink on papyrus,Codices
453246,Folio from a Qur'an Manuscript,700,,Egypt or Iraq,Ink on parchment,Codices
36439,Spiritual Flight Sutra,728,China,,Album of nine leaves; ink on paper,Calligraphy
690059,"Buddha Preaching, a section from the Illustrated Sutra of Past and Present Karma (Kako genzai inga ky\u014d emaki)",734,Japan,,Handscroll section mounted as a hanging scroll; ink and color on paper,Paintings
44909,Nigatsud\u014d Burned Sutra,734,Japan,,Hanging scroll; silver ink on indigo-dyed paper,Paintings
313240,Relief with Enthroned Ruler,750,Maya,Guatemala or Mexico,"Limestone, paint",Stone-Sculpture
449211,Panel (Lid from a Chest?),750,,probably Egypt,Wood (fig); mosaic with bone and four different types of wood,Wood
61506,Stele with Pure Land Imagery,758,China,,Limestone,Sculpture
457209,Coin,758,,Iran,Silver,Coins
457493,Coin,761,,Iran,Copper,Coins
44955,One of the \u201cOne Million Pagodas\u201d (Hyakumanto) and Invocation,764,Japan,,Japanese cypress (hinoki) and Cleyera ochnacea (sakaki),Sculpture
62374,One of the \u201cOne Million Pagodas\u201d (Hyakumanto),764,Japan,,Japanese cypress (hinoki) and Cleyera ochnacea (sakaki),Sculpture
449103,Capital,775,,Syria,"Alabaster, gypsum; carved",Sculpture
454661,"Folio from the ""Tashkent Qur'an""",775,,Syria or North Africa,Ink on parchment,Codices
72310,"Varuna, Lord of Knowledge; Regent of the West",800,Sri Lanka,,Bronze,Sculpture
72308,"Brahma Standing on a Turtle Surrounded by the Four Lokapalas, Guardians of the Cardinal Directions",800,Sri Lanka,,Bronze,Sculpture
72302,"Yama, Lord of Death: Regent of the South",800,Sri Lanka,,Bronze,Sculpture
72311,"The Lokapala Kubera, Regent of the North",800,Sri Lanka,,Bronze,Sculpture
72309,"Indra, Lord of the Gods: Regent of the East",800,Sri Lanka,,Bronze,Sculpture
449457,Animal-Spouted Pitcher,800,,Iran,Earthenware; polychrome decoration under transparent glaze (buff ware),Ceramics
449763,Bowl,800,,Iran,Earthenware; white slip with monochrome slip decoration under transparent glaze,Ceramics
469837,Plaque with Saint John the Evangelist,800,Carolingian,Germany,Elephant ivory,Ivories
472562,The Fieschi Morgan Staurotheke,800,Byzantine,,"Gilded silver, gold, enamel worked in cloisonn\u00e9, and niello",Enamels-Cloisonn\u00e9
449111,Folio from a Qur'an Manuscript,800,,,Ink and gold on parchment,Codices
454034,Folio from a Qur'an Manuscript,800,,,Ink on parchment,Codices
451676,Folio from a Qur'an Manuscript,800,,,"Ink, opaque watercolor, and gold on parchment",Codices
451677,Folio from a Qur'an Manuscript,800,,,"Ink, opaque watercolor, and gold on parchment",Codices
468210,Relief Panel with Lion Family,800,South Italian,Italy,Marble (Proconnesian marble),Sculpture-Architectural
38129,Votive Plaque: Seated Buddha in a Temple,800,"India, Bihar, possibly Bodhgaya or Nalanda",,Terracotta,Sculpture
693765,Gospel Book,820,Carolingian,present-day France,Ink and opaque watercolor on parchment; modern leather binding,Manuscripts and Illuminations
471970,Plaque with Scenes at Emmaus,850,Carolingian,,Elephant ivory,Ivories
454662,"Folio from the ""Blue Qur'an""",850,,Tunisia,Gold and silver on indigo-dyed parchment,Codices
448603,Tiraz Fragment,854,,Iran,"Silk; plain weave, embroidered",Textiles-Embroidered
38252,"Four-Armed Goddess, possibly Sarada",871,"India (Jammu and Kashmir, ancient kingdom of Kashmir)",,Chlorite schist,Sculpture
449093,Bowl,875,,Iran,Earthenware; white slip with black slip decoration under transparent glaze,Ceramics
449214,Qur'an Manuscript,875,,Syria or Iraq,"Main support: ink, opaque watercolor, and gold on parchment; Binding: leather; tooled",Codices
467079,Relief Panel with Two Griffins Drinking from a Cup,875,South Italian,Southern Italy,"Marble, polychromy",Sculpture-Architectural
449848,Seal with Hebrew Inscription,900,,Iran,Carnelian; incised,Seals
449312,Seal Stone,900,,Iran,Carnelian; incised,Seals
39353,"Manjushri, the Bodhisattva of Transcendent Wisdom",900,Nepal (Kathmandu Valley),,Copper alloy,Metalwork
453306,"Ewer with Arabic proverb, ""Devotion fortifies action""",900,,Iran or present-day Uzbekistan,Earthenware; white slip with black slip decoration under transparent glaze,Ceramics
449348,"Bowl with Green, Yellow, and Brown Splashed Decoration",900,,Iran,"Earthenware; white slip, incised and splashed with polychrome glazes under transparent glaze (sgraffito ware)",Ceramics
452789,Tombstone,900,,Egypt,"Granite, greyish; engraved on one side in Kufic script",Stone
449682,Reed Mat,900,,present-day Israel,"Hemp (warp), straw (weft); weft faced plain weave, brocaded",Textiles-Rugs
37975,Book Cover from a Manuscript of the Ashtasahasrika Prajnaparamita Sutra,900,Nepal (Kathmandu Valley),,"Ink and color on wood, with metal insets",Paintings
447937,Folios from a Qur'an Manuscript,900,,Iran,Ink and gold on parchment,Codices
464016,Panel from an Ivory Casket with Scenes of the Story of Joshua,900,Byzantine,,"Ivory, traces of polychromy",Ivories
464017,Casket Plaque,900,Byzantine,,"Ivory, traces of polychromy",Ivories
701436,Plaques with Scenes from the Story of Joshua,900,Byzantine,,"Ivory, traces of polychromy, gilding; bone (border strips)",Ivories
464018,Plaque with Scenes from the Story of Joshua,900,Byzantine,,"Ivory, traces of polychromy, gilding; bone (border strips)",Ivories
646421,Goddess Gauri,900,India,,Phyllite,Sculpture
38411,Votive Stupa with Four Buddhas,900,"India, Bihar",,Schist,Sculpture
449098,Dado Panel,900,,Iran,Stucco; carved,Stucco
449149,Dado Panel,900,,Iran,Stucco; carved,Stucco
450115,Dado Panel,900,,Iran,"Stucco; carved, with some cast plaster elements",Stucco
449150,Dado Panel,900,,Iran,"Stucco; carved, with some cast plaster elements",Stucco
457627,Coin,920,,Iran,Gold,Coins
63182,"The Greatly Merciful, Greatly Compassionate Rescuer from Suffering, Bodhisattva Guanyin",947,China,,Woodblock print; ink and color on paper,Prints
457133,Coin,958,,present-day Uzbekistan,Silver,Coins
64022,Inscriptions from the Stele of Mount Yi,960,China,,Modern rubbings; ink on paper,Rubbing
42724,Bodhisattva Manjushri (Wenshu),967,China,,Wood (foxglove) with traces of pigment; single woodblock construction,Sculpture
449695,Folios from a Qur'an Manuscript,968,,Iran,Ink and gold on paper,Codices
451333,Bowl with Arabic Proverb,975,,present-day Uzbekistan,Earthenware; white slip with polychrome slip decoration under transparent glaze,Ceramics
449711,"Bowl with Arabic Inscription, ""Blessing, Prosperity, Well-being, Happiness""",975,,present-day Uzbekistan,Earthenware; white slip with polychrome slip decoration under transparent glaze,Ceramics
456074,"Bifolium from the ""Nurse's Qur'an"" (Mushaf al-Hadina)",994,,Tunisia,"Ink, opaque watercolor, and gold on parchment",Codices
456285,Goblet with Applied Decoration,1000,,Iran,"Colorless glass with greenish tinge; blown, applied decoration",Glass
466049,Wall Bracket for a Lamp,1000,Byzantine,,Copper alloy,Metalwork-Copper alloy
465951,Bowl with Cheetah,1000,Byzantine,,Engraved slipware,Ceramics
45614,Scroll of Mudras,1000,Japan,,Handscroll; ink on paper,Paintings
45523,Scroll of Mudras,1000,Japan,,Handscroll; ink on paper,Paintings
452895,Talismanic Scroll,1000,,Egypt,Ink on paper,Codices
452893,Talismanic Scroll,1000,,Egypt,Ink on paper; block-printed,Codices
452762,Fragment from a Talismanic Scroll,1000,,Egypt,Ink on paper; printed,Codices
442932,Papyrus Fragment,1000,,Egypt,Ink on papyrus,Codices
449693,"Folios from a Qur'an Manuscript in Floriated ""New Style"" Script",1000,,Iran or Central Asia,"Ink, opaque watercolor, and gold on paper",Codices
450575,Folio from a Qur'an Manuscript in Floriated Script,1000,,Iran or Central Asia,"Ink, opaque watercolor, and gold on paper",Codices
464330,Book Cover Plaque with Christ in Majesty and the Symbols of the Four Evangelists,1000,German,,Ivory,Ivories
448111,Fragment,1000,,Egypt,Linen and silk,Textiles-Woven
64900,Bodhisattva Manjushri with Attendants,1000,China,,Marble,Sculpture
38574,Jain Svetambara Tirthankara in Meditation,1000,India (Gujarat or Rajasthan),,Marble,Sculpture
451193,"""Hare"", Folio from the Mantiq al-wahsh (Speech of the Wild Animal) of Ka'b al-Ahbar",1000,,Egypt,Opaque watercolor on paper,Codices
450728,"Textile with a Pattern of Stars and Birds, Originally from a Cap",1000,,Iran,Silk; samite,Textiles-Woven
705435,Eight Great Events Stele,1000,Eastern India (Bihar),,Stone,Sculpture
449594,Fragment of a Frieze,1000,,Iran,"Terracotta; carved, painted",Sculpture
449591,Fragment of a Frieze,1000,,Iran,"Terracotta; carved, painted",Sculpture
37623,Pair of Manuscript Covers,1000,Nepal (Kathmandu Valley),,Wood with repouss\u00e9 gilt copper and color,Woodwork
53175,Jiz\u014d Bosatsu,1050,Japan,,"Lacquered Japanese cypress, color, gold, cut gold leaf, and inlaid crystal eyes",Sculpture
38563,Twelve-Armed Chakrasamvara and His Consort Vajravarahi,1050,India (Bengal) or Bangladesh,,Phyllite,Sculpture
469906,Plaque with Saint Aemilian,1060,Spanish,Spain,"Elephant ivory, with glass inlay",Ivories
39914,"Samyutagama Sutra, chapter 25, from the Jinsushan Tripitaka",1060,China,,Handscroll; ink on paper,Calligraphy
449212,Folio from a Qur'an Manuscript,1067,,Iran or Afghanistan,"Ink, opaque watercolor, and gold on paper",Codices
449213,Folio from a Qur'an Manuscript,1067,,Iran or Afghanistan,"Ink, opaque watercolor, and gold on paper",Codices
39668,"Old Trees, Level Distance",1070,China,,Handscroll; ink and color on silk,Paintings
37791,Pair of Manuscript Covers with Buddhist Deities,1071,Nepal (Kathmandu Valley),,Distemper on wood,Paintings
39895,The Classic of Filial Piety,1075,China,,Handscroll; ink and color on silk,Paintings
452032,Pierced Bowl Signed by Hasan al-Qashani,1075,,Iran,"Stonepaste; molded and pierced, monochrome decoration under transparent glaze",Ceramics
464039,Plaque with God Creating the Animals,1084,South Italian,,Ivory,Ivories
39918,Biographies of Lian Po and Lin Xiangru,1085,China,,Handscroll; ink on paper,Calligraphy
466109,Elder of the Apocalypse,1095,French,France,"Copper: gilt; champlev\u00e9 & cloisonn\u00e9 enamel: black, medium and lavender blue, turquoise, almond green, white and pinkish white",Enamels-Champlev\u00e9 & Cloisonn\u00e9
38127,"Shiva as Mrityunjaya, the Conquerer of Death",1100,Bangladesh or India (Bengal),,Black stone,Sculpture
464236,Casket with Erotes and Animals,1100,Italian or Byzantine,Northern Adriatic,"Bone plaques and ornamental strips over wooden casket with silk lining; copper handle, clasps, lock plate, and nails",Ivories
78191,Buddha Shakyamuni,1100,Central Tibet,,Brass with colored pigments,Sculpture
38477,Acala,1100,Tibet,,Chloritic stone with gilding,Sculpture
448246,Embroidered Textile with Three Saints,1100,,Egypt,Cotton; embroidered in gold thread and silk,Textiles-Embroidered
37794,Pair of Manuscript Covers with Buddhist Scenes,1100,Nepal (Kathmandu Valley),,Distemper on wood,Paintings
448959,Head from a Figure with a Beaded Headdress,1100,,Iran,"Fossiliferous limestone; carved, drilled",Stone
698331,Pair of Earflares with Multifigure Scenes,1100,Chim\u00fa,Peru,Gold,Metal-Ornaments
464547,Medallion with Saint George from an Icon Frame,1100,Byzantine,,"Gold, silver, and enamel worked in cloisonn\u00e9",Enamels-Cloisonn\u00e9
464546,Medallion with Saint Paul from an Icon Frame,1100,Byzantine,,"Gold, silver, and enamel worked in cloisonn\u00e9",Enamels-Cloisonn\u00e9
464548,Medallion with the Virgin from an Icon Frame,1100,Byzantine,,"Gold, silver, and enamel worked in cloisonn\u00e9",Enamels-Cloisonn\u00e9
464543,Medallion with Saint Peter from an Icon Frame,1100,Byzantine,,"Gold, silver, and enamel worked in cloisonn\u00e9",Enamels-Cloisonn\u00e9
464549,Medallion with Saint John the Evangelist from an Icon Frame,1100,Byzantine,,"Gold, silver, and enamel worked in cloisonn\u00e9",Enamels-Cloisonn\u00e9
464550,Medallion with Saint John the Baptist from an Icon Frame,1100,Byzantine,,"Gold, silver, and enamel worked in cloisonn\u00e9",Enamels-Cloisonn\u00e9
464544,Medallion with Saint Luke from an Icon Frame,1100,Byzantine,,"Gold, silver, and enamel worked in cloisonn\u00e9",Enamels-Cloisonn\u00e9
464551,Medallion with Christ from an Icon Frame,1100,Byzantine,,"Gold, silver, and enamel worked in cloisonn\u00e9",Enamels-Cloisonn\u00e9
464545,Medallion with Saint Matthew from an Icon Frame,1100,Byzantine,,"Gold, silver, and enamel worked in cloisonn\u00e9",Enamels-Cloisonn\u00e9
450483,Head of a Central Asian Figure in a Pointed Cap,1100,,Iran,"Gypsum plaster; modeled, carved",Stucco-Sculpture
451909,Standing Figure with Jeweled Headdress,1100,,Iran,"Gypsum plaster; modeled, carved, polychrome-painted, gilded",Sculpture
454621,Standing Figure with Feathered Headdress,1100,,Iran,"Gypsum plaster; modeled, carved, polychrome-painted, gilded",Sculpture
45624,"\u201cParable of the Medicinal Herbs,\u201d Chapter 5 of the Lotus Sutra",1100,Japan,,Handscroll; gold and silver ink on indigo-dyed paper,Paintings
